Unnamed: 0,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,SimillarHTTP, Inbound, Label
41360,192.168.50.8-4.2.2.4-61627-53-17,192.168.50.8,61627,4.2.2.4,53,17,20:42.7,21226,2,2,50,82,25,25,25,0,41,41,41,0,6218.788279,188.4481297,7075.333333,12249.64066,21220,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,94.22406483,94.22406483,25,41,31.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,39.25,25,41,40,0,0,0,0,0,0,2,50,2,82,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
37896,192.168.50.8-4.2.2.4-64612-53-17,192.168.50.8,64612,4.2.2.4,53,17,20:42.7,21224,2,2,62,318,31,31,31,0,159,159,159,0,17904.25933,188.4658877,7074.666667,12231.17134,21198,1,25,25,0,25,25,1,1,0,1,1,0,0,0,0,40,40,94.23294384,94.23294384,31,159,82.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,102.75,31,159,40,0,0,0,0,0,0,2,62,2,318,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
173554,192.168.50.8-4.2.2.4-64555-53-17,192.168.50.8,64555,4.2.2.4,53,17,20:42.7,20987,2,2,90,122,45,45,45,0,61,61,61,0,10101.4914,190.5941773,6995.666667,12114.25203,20984,1,2,2,0,2,2,1,1,0,1,1,0,0,0,0,40,40,95.29708867,95.29708867,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45,61,40,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
96,172.217.12.206-192.168.50.8-80-59613-6,192.168.50.8,59613,172.217.12.206,80,6,20:42.7,115867612,31,28,1034,1422,436,0,33.35483871,107.498077,705,0,50.78571429,184.7826265,21.19660497,0.509201829,1997717.448,3959238.669,10005776,1,115867612,3862253.733,4864074.419,10046450,2,110583182,4095673.407,5028881.932,10052584,1,0,0,0,0,644,848,0.267546724,0.241655105,0,705,40.93333333,146.9897802,21605.99548,0,0,0,0,1,0,0,0,0,41.62711864,33.35483871,50.78571429,644,0,0,0,0,0,0,31,1034,28,1422,8192,242,29,20,64517.18182,78872.98038,302328,40622,9988107.545,58279.97111,10005776,9812387,ocsp.pki.goog/GTSGIAG3,0,BENIGN
69625,192.168.50.8-4.2.2.4-60651-53-17,192.168.50.8,60651,4.2.2.4,53,17,20:42.7,21011,2,2,50,82,25,25,25,0,41,41,41,0,6282.423492,190.3764695,7003.666667,12126.37639,21006,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,40,40,95.18823473,95.18823473,25,41,31.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,39.25,25,41,40,0,0,0,0,0,0,2,50,2,82,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
124824,192.168.50.8-4.2.2.4-61916-53-17,192.168.50.8,61916,4.2.2.4,53,17,20:42.7,21205,2,2,62,318,31,31,31,0,159,159,159,0,17920.30182,188.634756,7068.333333,12238.38234,21200,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,40,40,94.31737798,94.31737798,31,159,82.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,102.75,31,159,40,0,0,0,0,0,0,2,62,2,318,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
59971,192.168.50.8-4.2.2.4-61889-53-17,192.168.50.8,61889,4.2.2.4,53,17,20:42.7,21204,2,2,70,102,35,35,35,0,51,51,51,0,8111.677042,188.6436521,7068,12240.40306,21202,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,40,40,94.32182607,94.32182607,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35,51,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
54554,192.168.50.8-4.2.2.4-59261-53-17,192.168.50.8,59261,4.2.2.4,53,17,20:42.7,21286,2,2,62,510,31,31,31,0,255,255,255,0,26872.12252,187.9169407,7095.333333,12283.41566,21279,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,93.95847036,93.95847036,31,255,120.6,122.6898529,15052.8,0,0,0,0,0,0,0,0,1,150.75,31,255,40,0,0,0,0,0,0,2,62,2,510,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
135,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20:43.3,97149162,14,0,0,0,0,0,0,0,0,0,0,0,0,0.144108294,7473012.462,12965663.9,32510612,1,97149162,7473012.462,12965663.9,32510612,1,0,0,0,0,0,0,0,0,0,0,0,0.144108294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,-1,-1,0,0,513.5,1023.000326,2048,1,24286776.25,11312355.74,32510612,7914668,0,0,BENIGN
34,172.217.9.226-192.168.50.8-80-59598-6,192.168.50.8,59598,172.217.9.226,80,6,20:45.6,40147,1,1,6,6,6,6,6,0,6,6,6,0,298.9015369,49.81692281,40147,0,40147,40147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,24.9084614,24.9084614,6,6,6,0,0,0,0,0,0,0,1,1,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,16560,238,0,20,0,0,0,0,0,0,0,0,0,0,BENIGN
35,192.168.50.8-74.208.236.171-59596-80-6,192.168.50.8,59596,74.208.236.171,80,6,20:45.6,54939,1,1,6,6,6,6,6,0,6,6,6,0,218.4240703,36.40401172,54939,0,54939,54939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,18.20200586,18.20200586,6,6,6,0,0,0,0,0,0,0,1,1,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,16425,1825,0,20,0,0,0,0,0,0,0,0,0,0,BENIGN
72311,172.217.9.226-192.168.50.8-80-59598-6,172.217.9.226,80,192.168.50.8,59598,6,20:45.7,155,1,2,6,12,6,6,6,0,6,6,6,0,116129.0323,19354.83871,77.5,106.773124,153,2,0,0,0,0,0,2,2,0,2,2,0,0,0,0,20,40,6451.612903,12903.22581,6,6,6,0,0,0,0,0,0,0,1,1,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,238,16560,0,20,0,0,0,0,0,0,0,0,0,1,BENIGN
5598,192.168.50.8-74.208.236.171-59596-80-6,74.208.236.171,80,192.168.50.8,59596,6,20:45.7,116,1,2,6,12,6,6,6,0,6,6,6,0,155172.4138,25862.06897,58,79.19595949,114,2,0,0,0,0,0,2,2,0,2,2,0,0,0,0,20,40,8620.689655,17241.37931,6,6,6,0,0,0,0,0,0,0,1,1,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,1825,16425,0,20,0,0,0,0,0,0,0,0,0,1,BENIGN
37,172.16.0.5-192.168.50.4-31151-22-6,172.16.0.5,31151,192.168.50.4,22,6,20:48.7,1303735,3,5,104,0,52,0,34.66666667,30.022214,0,0,0,0,79.77081232,6.136216332,186247.8571,492091.9111,1302207,1,1302421,651210.5,920946.4784,1302418,3,1303525,325881.25,650968.074,1302333,1,0,0,0,0,96,184,2.301081125,3.835135208,0,52,11.55555556,22.9298447,525.7777778,0,0,0,0,0,1,1,0,1,13,34.66666667,0,96,0,0,0,0,0,0,3,104,5,0,259,247,2,32,0,0,0,0,0,0,0,0,0,1,Portmap
61494,172.16.0.5-192.168.50.4-31151-22-6,192.168.50.4,22,172.16.0.5,31151,6,20:50.0,435102,1,2,0,0,0,0,0,0,0,0,0,0,0,6.894934981,217551,307659.3321,435099,3,0,0,0,0,0,3,3,0,3,3,0,0,0,0,32,64,2.29831166,4.596623321,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,32,0,0,0,0,0,0,1,0,2,0,247,259,0,32,0,0,0,0,0,0,0,0,0,0,Portmap
71857,192.168.50.6-4.2.2.4-60614-53-17,192.168.50.6,60614,4.2.2.4,53,17,20:51.2,21075,2,2,84,400,42,42,42,0,200,200,200,0,22965.59905,189.7983393,7025,12164.19286,21071,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,64,94.89916963,94.89916963,42,200,105.2,86.54016409,7489.2,0,0,0,0,0,0,0,0,1,131.5,42,200,64,0,0,0,0,0,0,2,84,2,400,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
36700,192.168.50.6-4.2.2.4-50362-53-17,192.168.50.6,50362,4.2.2.4,53,17,20:51.2,20986,2,2,94,206,47,47,47,0,103,103,103,0,14295.24445,190.6032593,6995.333333,12110.21058,20979,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,64,95.30162966,95.30162966,47,103,69.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,86.75,47,103,64,0,0,0,0,0,0,2,94,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
52107,192.168.50.6-4.2.2.4-55971-53-17,192.168.50.6,55971,4.2.2.4,53,17,20:51.2,21158,2,2,76,180,38,38,38,0,90,90,90,0,12099.44229,189.0537858,7052.666667,12210.38084,21152,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,94.5268929,94.5268929,38,90,58.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,73.5,38,90,64,0,0,0,0,0,0,2,76,2,180,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
39,192.168.50.6-74.208.236.171-54814-80-6,192.168.50.6,54814,74.208.236.171,80,6,20:51.2,662708,17,24,1678,34178,457,0,98.70588235,176.0801539,2920,0,1424.083333,869.0026726,54105.27714,61.86736843,16567.7,75526.20917,473382,1,662708,41419.25,131319.4208,528905,1,584548,25415.13043,98914.22613,473382,1,0,0,0,0,364,504,25.6523235,36.21504494,0,2920,853.7142857,938.2397448,880293.8188,0,0,0,0,1,0,0,0,1,874.5365854,98.70588235,1424.083333,364,0,0,0,0,0,0,17,1678,24,34178,8192,1892,15,20,0,0,0,0,0,0,0,0,talebi.ca/conpot-installation-evaluation/,0,BENIGN
132,192.168.50.6-23.63.78.40-54815-80-6,192.168.50.6,54815,23.63.78.40,80,6,20:51.2,110198888,32,30,1344,1560,297,0,42,97.93414509,384,0,52,132.4631374,26.35235303,0.562619107,1806539.148,3857821.709,10009292,1,110160349,3553559.645,4856450.002,10047656,1,110160524,3798638.759,4942834.299,10051528,1,0,0,0,0,664,864,0.290384055,0.272235052,0,384,46.0952381,114.291607,13062.57143,0,0,0,0,1,0,0,0,0,46.83870968,42,52,664,0,0,0,0,0,0,32,1344,30,1560,8192,245,30,20,51500.45455,30238.39862,132663,38243,9963076.455,113804.6707,10009292,9627843,detectportal.firefox.com/success.txt,0,BENIGN
26134,192.168.50.6-4.2.2.4-50183-53-17,192.168.50.6,50183,4.2.2.4,53,17,20:51.2,20957,2,2,74,186,37,37,37,0,93,93,93,0,12406.35587,190.8670134,6985.666667,12096.93153,20954,1,1,1,0,1,1,2,2,0,2,2,0,0,0,0,64,64,95.4335067,95.4335067,37,93,59.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,74.25,37,93,64,0,0,0,0,0,0,2,74,2,186,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
119587,192.168.50.6-8.8.8.8-50362-53-17,192.168.50.6,50362,8.8.8.8,53,17,20:51.2,47194,2,2,94,206,47,47,47,0,103,103,103,0,6356.740264,84.75653685,15731.33333,27244.00452,47190,1,3,3,0,3,3,1,1,0,1,1,0,0,0,0,64,40,42.37826842,42.37826842,47,103,69.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,86.75,47,103,64,0,0,0,0,0,0,2,94,2,206,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
175650,192.168.50.6-8.8.8.8-55971-53-17,192.168.50.6,55971,8.8.8.8,53,17,20:51.2,58377,2,2,76,180,38,38,38,0,90,90,90,0,4385.288727,68.52013636,19459,33699.64654,58372,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,64,40,34.26006818,34.26006818,38,90,58.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,73.5,38,90,64,0,0,0,0,0,0,2,76,2,180,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
21146,192.168.50.6-4.2.2.4-59077-53-17,192.168.50.6,59077,4.2.2.4,53,17,20:51.2,21225,2,2,88,120,44,44,44,0,60,60,60,0,9799.764429,188.4570082,7075,12249.06331,21219,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,94.22850412,94.22850412,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63,44,60,64,0,0,0,0,0,0,2,88,2,120,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
37521,192.168.50.6-4.2.2.4-50158-53-17,192.168.50.6,50158,4.2.2.4,53,17,20:51.2,21076,2,2,86,118,43,43,43,0,59,59,59,0,9679.256026,189.7893338,7025.333333,12164.77021,21072,1,3,3,0,3,3,1,1,0,1,1,0,0,0,0,64,64,94.89466692,94.89466692,43,59,49.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,61.75,43,59,64,0,0,0,0,0,0,2,86,2,118,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
63325,192.168.50.6-4.2.2.4-63064-53-17,192.168.50.6,63064,4.2.2.4,53,17,20:51.2,21095,2,2,86,142,43,43,43,0,71,71,71,0,10808.2484,189.618393,7031.666667,12175.73983,21091,2,2,2,0,2,2,2,2,0,2,2,0,0,0,0,64,40,94.80919649,94.80919649,43,71,54.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,67.75,43,71,64,0,0,0,0,0,0,2,86,2,142,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
71344,192.168.50.6-4.2.2.4-58119-53-17,192.168.50.6,58119,4.2.2.4,53,17,20:51.2,21091,2,2,88,144,44,44,44,0,72,72,72,0,10999.95259,189.6543549,7030.333333,12174.29646,21088,1,2,2,0,2,2,1,1,0,1,1,0,0,0,0,64,40,94.82717747,94.82717747,44,72,55.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,69,44,72,64,0,0,0,0,0,0,2,88,2,144,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
130509,192.168.50.6-8.8.8.8-58119-53-17,192.168.50.6,58119,8.8.8.8,53,17,20:51.2,59206,2,2,88,144,44,44,44,0,72,72,72,0,3918.521771,67.5607202,19735.33333,34174.80584,59197,3,6,6,0,6,6,3,3,0,3,3,0,0,0,0,40,40,33.7803601,33.7803601,44,72,55.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,69,44,72,40,0,0,0,0,0,0,2,88,2,144,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
105164,192.168.50.6-8.8.8.8-63064-53-17,192.168.50.6,63064,8.8.8.8,53,17,20:51.2,47320,2,2,86,142,43,43,43,0,71,71,71,0,4818.258664,84.53085376,15773.33333,27315.0186,47314,2,4,4,0,4,4,2,2,0,2,2,0,0,0,0,40,40,42.26542688,42.26542688,43,71,54.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,67.75,43,71,40,0,0,0,0,0,0,2,86,2,142,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
128782,192.168.50.6-4.2.2.4-55346-53-17,192.168.50.6,55346,4.2.2.4,53,17,20:51.2,21181,2,2,76,188,38,38,38,0,94,94,94,0,12464.00076,188.8484963,7060.333333,12224.52593,21176,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,40,40,94.42424815,94.42424815,38,94,60.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,75.5,38,94,40,0,0,0,0,0,0,2,76,2,188,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
104535,192.168.50.6-4.2.2.4-52308-53-17,192.168.50.6,52308,4.2.2.4,53,17,20:51.2,21183,2,2,70,174,35,35,35,0,87,87,87,0,11518.67063,188.8306661,7061,12227.41269,21180,1,2,2,0,2,2,1,1,0,1,1,0,0,0,0,40,40,94.41533305,94.41533305,35,87,55.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,69.75,35,87,40,0,0,0,0,0,0,2,70,2,174,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
74866,192.168.50.6-4.2.2.4-61122-53-17,192.168.50.6,61122,4.2.2.4,53,17,20:51.2,21062,2,2,78,142,39,39,39,0,71,71,71,0,10445.35182,189.9154876,7020.666667,12158.41932,21060,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,40,40,94.9577438,94.9577438,39,71,51.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,64.75,39,71,40,0,0,0,0,0,0,2,78,2,142,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
56624,192.168.50.6-4.2.2.4-52583-53-17,192.168.50.6,52583,4.2.2.4,53,17,20:51.3,21323,2,2,86,118,43,43,43,0,59,59,59,0,9567.134081,187.5908643,7107.666667,12305.64368,21317,2,4,4,0,4,4,2,2,0,2,2,0,0,0,0,40,40,93.79543216,93.79543216,43,59,49.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,61.75,43,59,40,0,0,0,0,0,0,2,86,2,118,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
99400,192.168.50.6-4.2.2.4-60391-53-17,192.168.50.6,60391,4.2.2.4,53,17,20:51.3,21324,2,2,78,190,39,39,39,0,95,95,95,0,12567.9985,187.5820672,7108,12307.95308,21320,1,3,3,0,3,3,1,1,0,1,1,0,0,0,0,40,40,93.79103358,93.79103358,39,95,61.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,76.75,39,95,40,0,0,0,0,0,0,2,78,2,190,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
7533,192.168.50.6-4.2.2.4-51640-53-17,192.168.50.6,51640,4.2.2.4,53,17,20:51.3,21234,2,2,86,142,43,43,43,0,71,71,71,0,10737.49647,188.377131,7078,12256.85755,21231,1,1,1,0,1,1,2,2,0,2,2,0,0,0,0,40,40,94.18856551,94.18856551,43,71,54.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,67.75,43,71,40,0,0,0,0,0,0,2,86,2,142,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
120997,192.168.50.6-8.8.8.8-51640-53-17,192.168.50.6,51640,8.8.8.8,53,17,20:51.3,47270,2,2,86,142,43,43,43,0,71,71,71,0,4823.355194,84.62026655,15756.66667,27286.15107,47264,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,42.31013328,42.31013328,43,71,54.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,67.75,43,71,40,0,0,0,0,0,0,2,86,2,142,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
129677,192.168.50.6-4.2.2.4-58003-53-17,192.168.50.6,58003,4.2.2.4,53,17,20:51.4,21059,2,2,86,194,43,43,43,0,97,97,97,0,13295.97797,189.9425424,7019.666667,12153.22317,21053,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,94.97127119,94.97127119,43,97,64.6,29.57701811,874.8,0,0,0,0,0,0,0,0,1,80.75,43,97,40,0,0,0,0,0,0,2,86,2,194,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
185374,192.168.50.6-4.2.2.4-62431-53-17,192.168.50.6,62431,4.2.2.4,53,17,20:51.4,20961,2,2,84,116,42,42,42,0,58,58,58,0,9541.529507,190.8305901,6987,12096.64288,20955,2,2,2,0,2,2,4,4,0,4,4,0,0,0,0,40,64,95.41529507,95.41529507,42,58,48.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,60.5,42,58,40,0,0,0,0,0,0,2,84,2,116,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
19003,192.168.50.6-8.8.8.8-62431-53-17,192.168.50.6,62431,8.8.8.8,53,17,20:51.4,45077,2,2,84,116,42,42,42,0,58,58,58,0,4436.852497,88.73704994,15025.66667,26020.88796,45072,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,40,64,44.36852497,44.36852497,42,58,48.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,60.5,42,58,40,0,0,0,0,0,0,2,84,2,116,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
38,192.168.50.6-74.208.236.171-54818-80-6,192.168.50.6,54818,74.208.236.171,80,6,20:51.4,409087,7,2,822,0,402,0,117.4285714,194.4178122,0,0,0,0,2009.352534,22.00021022,51135.875,123374.6711,352747,1,409087,68181.16667,141138.362,352747,1,2,2,0,2,2,0,0,0,0,164,64,17.11127462,4.888935605,0,402,82.2,168.5716465,28416.4,0,0,0,0,1,0,0,0,0,91.33333333,117.4285714,0,164,0,0,0,0,0,0,7,822,2,0,8192,29200,5,20,0,0,0,0,0,0,0,0,talebi.ca/wp-content/plugins/spin360/spin360.css?ver=4.9.8,0,BENIGN
94393,192.168.50.6-4.2.2.4-49752-53-17,192.168.50.6,49752,4.2.2.4,53,17,20:51.4,21077,2,2,88,396,44,44,44,0,198,198,198,0,22963.41984,189.7803293,7025.666667,12165.34756,21073,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,64,94.89016463,94.89016463,44,198,105.6,84.34927386,7114.8,0,0,0,0,0,0,0,0,1,132,44,198,64,0,0,0,0,0,0,2,88,2,396,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
150216,192.168.50.6-4.2.2.4-62301-53-17,192.168.50.6,62301,4.2.2.4,53,17,20:51.4,21125,2,2,84,254,42,42,42,0,127,127,127,0,16000,189.3491124,7041.666667,12191.32828,21119,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,64,94.67455621,94.67455621,42,127,76,46.55641739,2167.5,0,0,0,0,0,0,0,0,1,95,42,127,64,0,0,0,0,0,0,2,84,2,254,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
84,192.168.50.6-52.39.131.77-54819-443-6,192.168.50.6,54819,52.39.131.77,443,6,20:51.5,61210305,29,26,2572,6700,580,0,88.68965517,190.0917266,1554,2,257.6923077,546.3452952,151.4777618,0.898541512,1133524.167,3164216.708,10006101,1,61210305,2186082.321,4195956.789,10096883,1,61119067,2444762.68,4388456.704,10102152,2,0,0,0,0,604,528,0.473776434,0.424765078,0,1554,165.5714286,402.121097,161701.3766,0,0,0,0,1,0,0,0,0,168.5818182,88.68965517,257.6923077,604,0,0,0,0,0,0,29,2572,26,6700,8192,31320,27,20,147022.6667,137496.4238,427686,90769,9999117.333,10966.45514,10006101,9976976,0,0,BENIGN
172873,192.168.50.6-4.2.2.4-65408-53-17,192.168.50.6,65408,4.2.2.4,53,17,20:51.5,20969,2,2,100,356,50,50,50,0,178,178,178,0,21746.38752,190.7577853,6989.666667,12102.12768,20964,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,64,64,95.37889265,95.37889265,50,178,101.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,126.5,50,178,64,0,0,0,0,0,0,2,100,2,356,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
265,192.168.50.6-34.213.240.161-54820-443-6,192.168.50.6,54820,34.213.240.161,443,6,20:51.5,523241,18,14,2938,6916,612,0,163.2222222,231.1555513,1571,0,494,675.2702023,18832.62206,61.15728699,16878.74194,31544.26307,99626,1,523241,30778.88235,43652.77498,130649,1,401079,30852.23077,48387.93985,117314,2,0,0,0,0,384,304,34.40097393,26.75631306,0,1571,298.6060606,493.3879647,243431.6837,0,0,0,0,1,0,0,0,0,307.9375,163.2222222,494,384,0,0,0,0,0,0,18,2938,14,6916,8192,119,16,20,0,0,0,0,0,0,0,0,0,0,BENIGN
73568,192.168.50.6-4.2.2.4-53166-53-17,192.168.50.6,53166,4.2.2.4,53,17,20:51.5,21059,2,2,100,264,50,50,50,0,132,132,132,0,17284.77136,189.9425424,7019.666667,12153.22317,21053,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,64,40,94.97127119,94.97127119,50,132,82.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,103.5,50,132,64,0,0,0,0,0,0,2,100,2,264,-1,-1,1,32,0,0,0,0,0,0,0,0,0,0,BENIGN
116354,192.168.50.6-8.8.8.8-53166-53-17,192.168.50.6,53166,8.8.8.8,53,17,20:51.5,46036,2,2,100,264,50,50,50,0,132,132,132,0,7906.855504,86.88852203,15345.33333,26574.56687,46031,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,40,40,43.44426101,43.44426101,50,132,82.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,103.5,50,132,40,0,0,0,0,0,0,2,100,2,264,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
95715,192.168.50.6-4.2.2.4-56876-53-17,192.168.50.6,56876,4.2.2.4,53,17,20:51.7,21124,2,2,70,166,35,35,35,0,83,83,83,0,11172.12649,189.3580761,7041.333333,12191.61697,21119,2,3,3,0,3,3,2,2,0,2,2,0,0,0,0,40,40,94.67903806,94.67903806,35,83,54.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,67.75,35,83,40,0,0,0,0,0,0,2,70,2,166,-1,-1,1,20,0,0,0,0,0,0,0,0,0,0,BENIGN
114,192.168.50.6-72.21.91.29-54821-80-6,192.168.50.6,54821,72.21.91.29,80,6,20:51.7,117378909,35,30,1934,3164,440,0,55.25714286,140.2284571,788,0,105.4666667,272.2924054,43.43199339,0.553762175,1834045.453,3805302.845,10003444,1,117378909,3452320.853,4698227.41,10032008,1,112486299,3878837.897,4911020.574,10041809,2,0,0,0,0,724,888,0.298179633,0.255582543,0,788,77.24242424,209.9637376,44084.7711,0,0,0,0,1,0,0,0,0,78.43076923,55.25714286,105.4666667,724,0,0,0,0,0,0,35,1934,30,3164,8192,290,33,20,226816.0909,655720.1041,2203883,28435,9999197.182,12026.53968,10003444,9963141,ocsp.digicert.com/,0,BENIGN
